code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids
DE140101349,Discovery Early Career Researcher Award,2014,Closed,390749,409741.0,University of Wollongong,0905,Civil Engineering,0905; 090503; 090506,Civil Engineering; Construction Materials; Structural Engineering,Prof Tao Yu,0000-0003-4167-4127
DE140100867,Discovery Early Career Researcher Award,2014,Closed,395220,94512.0,The University of Adelaide,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0202; 020202; 020203; 020602,"Atomic, Molecular, Nuclear, Particle and Plasma Physics; Nuclear Physics; Particle Physics; Field Theory and String Theory",Dr Dhagash Mehta,
DE140100801,Discovery Early Career Researcher Award,2014,Closed,382248,400596.0,Griffith University,2103,Historical Studies,160299; 2103; 210303,Criminology Not Elsewhere Classified; Historical Studies; Australian History (Excl. Aboriginal and Torres Strait Islander History),Dr Yorick Smaal,
DE140101137,Discovery Early Career Researcher Award,2014,Closed,389470,434634.0,Monash University,0399,Other Chemical Sciences,030204; 0399; 039904,Main Group Metal Chemistry; Other Chemical Sciences; Organometallic Chemistry,Dr Victoria Blair,
DE140101542,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,Queensland University of Technology,0806,Information Systems,0806; 080602; 120304,Information Systems; Computer-Human Interaction; Digital and Interaction Design,Prof Ronald Schroeter,0000-0001-7990-1474
DE140100243,Discovery Early Career Researcher Award,2014,Closed,395220,440717.0,The University of New South Wales,1701,Psychology,1701; 170101,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Prof Bronwyn Graham,0000-0001-6582-2273
DE140101505,Discovery Early Career Researcher Award,2014,Closed,395220,409822.0,Monash University,1109,Neurosciences,1109; 110906,Neurosciences; Sensory Systems,Dr Hsin-Hao Yu,0000-0003-3704-2258
DE140100183,Discovery Early Career Researcher Award,2014,Closed,393161,412239.0,The University of New South Wales,1801,Law,1801; 180110,Law; Criminal Law and Procedure,Prof Kristy Martire,0000-0002-5324-0732
DE140101662,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,Griffith University,0912,Materials Engineering,030604; 0912; 091205; 100708,Electrochemistry; Materials Engineering; Functional Materials; Nanomaterials,Prof Yu Lin Zhong,0000-0001-6741-3609
DE140101600,Discovery Early Career Researcher Award,2014,Closed,351839,368372.0,The University of Melbourne,1699,Other Studies In Human Society,160104; 1699; 169902; 210301,Social and Cultural Anthropology; Other Studies In Human Society; Studies of Aboriginal and Torres Strait Islander Society; Aboriginal and Torres Strait Islander History,A/Prof Duane Hamacher,0000-0003-3072-8468
DE140100952,Discovery Early Career Researcher Award,2014,Closed,394299,413424.0,The University of New South Wales,0401,Atmospheric Sciences,0401; 040104; 040105,Atmospheric Sciences; Climate Change Processes; Climatology (Excl. Climate Change Processes),Prof Sarah Perkins-Kirkpatrick,0000-0001-9443-4915
DE140101519,Discovery Early Career Researcher Award,2014,Closed,393979,272399.0,The Australian National University,0101,Pure Mathematics,0101; 010101; 010102,Pure Mathematics; Algebra and Number Theory; Algebraic and Differential Geometry,Dr Jarod Alper,
DE140100385,Discovery Early Career Researcher Award,2014,Closed,392403,410314.0,The Australian National University,2103,Historical Studies,2103; 210301; 210303; 210304,Historical Studies; Aboriginal and Torres Strait Islander History; Australian History (Excl. Aboriginal and Torres Strait Islander History); Biography,Dr Samuel Furphy,
DE140101412,Discovery Early Career Researcher Award,2014,Closed,383532,401965.0,University of Tasmania,2001,Communication and Media Studies,2001; 200104; 200212,Communication and Media Studies; Media Studies; Screen and Media Culture,A/Prof Michelle Phillipov,0000-0003-2547-6286
DE140101503,Discovery Early Career Researcher Award,2014,Closed,388003,393785.0,The University of Queensland,1605,Policy and Administration,111702; 1605; 160512; 160602,Aged Health Care; Policy and Administration; Social Policy; Citizenship,Dr Andrea Petriwskyj,
DE140100499,Discovery Early Career Researcher Award,2014,Closed,393087,412149.0,Macquarie University,1701,Psychology,1701; 170110; 170112; 170299,"Psychology; Psychological Methodology, Design and Analysis; Sensory Processes, Perception and Performance; Cognitive Sciences Not Elsewhere Classified",Dr Regine Zopf,0000-0002-1375-3832
DE140101555,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,Monash University,0905,Civil Engineering,0905; 090506,Civil Engineering; Structural Engineering,Dr Changxi Zheng,
DE140101734,Discovery Early Career Researcher Award,2014,Closed,371220,379808.0,The Australian National University,1701,Psychology,1701; 170112,"Psychology; Sensory Processes, Perception and Performance",A/Prof Stephanie Goodhew,0000-0002-5066-8303
DE140100259,Discovery Early Career Researcher Award,2014,Closed,379549,392320.0,The Australian National University,0101,Pure Mathematics,0101; 010102,Pure Mathematics; Algebraic and Differential Geometry,Dr David Smyth,
DE140100463,Discovery Early Career Researcher Award,2014,Closed,380364,398816.0,The University of Sydney,1402,Applied Economics,1402; 140208; 140211; 140304,Applied Economics; Health Economics; Labour Economics; Panel Data Analysis,Prof Dr Stefanie Schurer,
DE140100620,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,RMIT University,0102,Applied Mathematics,0102; 010204; 029902,Applied Mathematics; Dynamical Systems In Applications; Complex Physical Systems,Prof Mahdi Jalili,0000-0002-0517-9420
DE140100111,Discovery Early Career Researcher Award,2014,Closed,373329,391362.0,The University of Adelaide,2103,Historical Studies,169901; 2103; 210305; 210399,Gender Specific Studies; Historical Studies; British History; Historical Studies Not Elsewhere Classified,Prof Katie Barclay,0000-0002-5112-907X
DE140100999,Discovery Early Career Researcher Award,2014,Closed,395220,394867.0,University of Technology Sydney,0806,Information Systems,080109; 0806; 080604,Pattern Recognition and Data Mining; Information Systems; Database Management,Prof Lu Qin,0000-0001-6068-5062
DE140100940,Discovery Early Career Researcher Award,2014,Closed,394199,348017.0,The University of Melbourne,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Dr Hansik Kim,
DE140101611,Discovery Early Career Researcher Award,2014,Closed,379040,397213.0,Deakin University,0602,Ecology,050101; 050102; 0602; 060208,Ecological Impacts of Climate Change; Ecosystem Function; Ecology; Terrestrial Ecology,A/Prof Susanna Venn,0000-0002-7433-0120
DE140101749,Discovery Early Career Researcher Award,2014,Closed,379480,397851.0,The University of Melbourne,2004,Linguistics,170102; 170203; 2004; 200408,"Developmental Psychology and Ageing; Knowledge Representation and MacHine Learning; Linguistics; Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics)",Dr Simon De Deyne,
DE140101014,Discovery Early Career Researcher Award,2014,Closed,349785,360438.0,The University of Melbourne,1402,Applied Economics,140104; 1402; 140206,Microeconomic Theory; Applied Economics; Experimental Economics,Prof Tom Wilkening,0000-0001-8037-9951
DE140101305,Discovery Early Career Researcher Award,2014,Closed,394921,410484.0,Monash University,0401,Atmospheric Sciences,0401; 040102; 040104; 040107,Atmospheric Sciences; Atmospheric Dynamics; Climate Change Processes; Meteorology,Dr Jennifer Catto,0000-0002-8662-1398
DE140101201,Discovery Early Career Researcher Award,2014,Closed,366404,384129.0,Monash University,0104,Statistics,010111; 0104; 010404,Real and Complex Functions (Incl. Several Variables); Statistics; Probability Theory,Dr Greg Markowsky,
DE140101293,Discovery Early Career Researcher Award,2014,Closed,392219,0.0,The University of Sydney,1117,Public Health and Health Services,110601; 1117; 111703; 111799,Biomechanics; Public Health and Health Services; Care for Disabled; Public Health and Health Services Not Elsewhere Classified,Dr Natalie Vanicek,
DE140100679,Discovery Early Career Researcher Award,2014,Closed,395220,403577.0,University of Technology Sydney,0806,Information Systems,080109; 0806; 080604,Pattern Recognition and Data Mining; Information Systems; Database Management,Prof Ying Zhang,0000-0002-2674-1638
DE140100932,Discovery Early Career Researcher Award,2014,Closed,395220,0.0,The University of Queensland,0901,Aerospace Engineering,0901; 090107; 090108,"Aerospace Engineering; Hypersonic Propulsion and Hypersonic Aerodynamics; Satellite, Space Vehicle and Missile Design and Testing",Dr David Estruch-Samper,
DE140100348,Discovery Early Career Researcher Award,2014,Closed,346449,363174.0,The University of Sydney,2002,Cultural Studies,2002; 200204; 200205; 200206,"Cultural Studies; Cultural Theory; Culture, Gender, Sexuality; Globalisation and Culture",Prof Sonja Van Wichelen,
FT130100511,ARC Future Fellowships,2013,Closed,681208,701234.0,The University of New South Wales,1608,Sociology,120507; 1608; 160810,Urban Analysis and Development; Sociology; Urban Sociology and Community Studies,Prof Hazel Easthope,0000-0002-8867-2180
FT130100326,ARC Future Fellowships,2013,Closed,872240,912939.0,The University of Melbourne,0607,Plant Biology,060101; 0607; 060702; 060705,Analytical Biochemistry; Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Prof Ute Roessner,0000-0002-6482-2615
FT130100303,ARC Future Fellowships,2013,Closed,755020,790252.0,The University of Melbourne,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0202; 020203,"Atomic, Molecular, Nuclear, Particle and Plasma Physics; Particle Physics",Prof Phillip Urquijo,0000-0002-0887-7953
FT130100612,ARC Future Fellowships,2013,Closed,840394,865211.0,Monash University,1402,Applied Economics,1402; 140208,Applied Economics; Health Economics,Prof Michael Shields,
FT130101319,ARC Future Fellowships,2013,Closed,680065,705785.0,James Cook University,0501,Ecological Applications,0501; 050101; 050199; 060705,Ecological Applications; Ecological Impacts of Climate Change; Ecological Applications Not Elsewhere Classified; Plant Physiology,Prof Susan Laurance,0000-0002-2831-2933
FT130101219,ARC Future Fellowships,2013,Closed,627374,656403.0,Swinburne University of Technology,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Prof Jeffrey Cooke,0000-0001-5703-2108
FT130100697,ARC Future Fellowships,2013,Closed,689524,682549.0,The Australian National University,2103,Historical Studies,2103; 210301; 210303; 210313,Historical Studies; Aboriginal and Torres Strait Islander History; Australian History (Excl. Aboriginal and Torres Strait Islander History); Pacific History (Excl. New Zealand and Maori),Dr Patricia O'Brien,
FT130101159,ARC Future Fellowships,2013,Closed,910034,952102.0,The University of New South Wales,1401,Economic Theory,1401; 140104; 180199,Economic Theory; Microeconomic Theory; Law Not Elsewhere Classified,Prof Richard Holden,
FT130100334,ARC Future Fellowships,2013,Closed,580878,608192.0,Macquarie University,2203,Philosophy,190201; 2203; 220301; 220310,Cinema Studies; Philosophy; Aesthetics; Phenomenology,Prof Robert Sinnerbrink,0000-0002-3330-3038
FT130101086,ARC Future Fellowships,2013,Closed,643777,562138.0,The University of Queensland,0201,Astronomical and Space Sciences,0201; 020103,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy,Dr David Parkinson,
FT130100038,ARC Future Fellowships,2013,Closed,606300,639796.0,The University of New South Wales,0103,Numerical and Computational Mathematics,010203; 0103; 010303,"Calculus of Variations, Systems Theory and Control Theory; Numerical and Computational Mathematics; Optimisation",Prof Guoyin Li,0000-0002-2099-7974
FT130100572,ARC Future Fellowships,2013,Closed,821640,550038.0,The University of New South Wales,0604,Genetics,0604; 060404; 060407; 060409,Genetics; Epigenetics (Incl. Genome Methylation and Epigenomics); Genome Structure and Regulation; Molecular Evolution,Prof Kevin Morris,
FT130100518,ARC Future Fellowships,2013,Closed,754320,789518.0,Queensland Institute of Medical Research,1107,Immunology,060603; 1107; 110701; 110707,Animal Physiology - Systems; Immunology; Allergy; Innate Immunity,A/Prof Simon Phipps,0000-0002-7388-3612
FT130100098,ARC Future Fellowships,2013,Closed,736416,770673.0,The University of Melbourne,0104,Statistics,0104; 010401; 010405,Statistics; Applied Statistics; Statistical Theory,Prof Aurore Delaigle,
FT130100141,ARC Future Fellowships,2013,Closed,752960,799295.0,The Australian National University,0403,Geology,040203; 0403; 040304; 040307,Isotope Geochemistry; Geology; Igneous and Metamorphic Petrology; Ore Deposit Petrology,Dr Mark Kendrick,0000-0002-6541-4162
FT130101902,ARC Future Fellowships,2013,Closed,868500,909015.0,Queensland Institute of Medical Research,0604,Genetics,0604; 060412; 111203; 111301,Genetics; Quantitative Genetics (Incl. Disease and Trait Mapping Genetics); Cancer Genetics; Ophthalmology,A/Prof Stuart Macgregor,0000-0001-6731-8142
FT130100654,ARC Future Fellowships,2013,Closed,850740,890269.0,RMIT University,1102,Cardiorespiratory Medicine and Haematology,110203; 110707; 111501; 1102,Respiratory Diseases; Innate Immunity; Basic Pharmacology; Cardiorespiratory Medicine and Haematology,Prof Steven Bozinovski,0000-0001-6533-8641
FT130100781,ARC Future Fellowships,2013,Closed,693593,737212.0,The Australian National University,0601,Biochemistry and Cell Biology,0601; 060112; 110904; 111601,Biochemistry and Cell Biology; Structural Biology (Incl. MacRomolecular Modelling); Neurology and Neuromuscular Diseases; Cell Physiology,Prof Ben Corry,0000-0002-6324-442X
